<<<<<<< HEAD
name,latitude,longitude
Tiruppur Spare Center 577,11.155742,77.348676
Mettupalayam Spare Works 578,11.276451,76.958501
Erode Spare Zone 579,11.315911,77.714052
Mettupalayam Spare Center 580,11.299328,76.983196
Avinashi Spare Mechanics 581,11.055537,77.026757
Coimbatore Spare Point 582,11.025108,76.985383
Avinashi Spare Hub 583,11.013548,77.03329
Coimbatore Spare Clinic 584,11.023105,76.941425
Tiruppur Spare Point 585,11.069173,77.371062
Ukkadam Spare Garage 586,11.036049,76.996728
Peelamedu Spare Mechanics 587,11.042236,76.965863
Avinashi Spare Clinic 588,11.030442,77.052702
RS Spare Clinic 589,10.977887,76.987704
Pollachi Spare Clinic 590,10.639192,77.033709
Pollachi Spare Center 591,10.615565,77.033732
Mettupalayam Spare Works 592,11.269667,76.944402
Gandhipuram Spare Point 593,11.059854,76.953886
RS Spare Fix 594,10.980684,76.929977
Gandhipuram Spare Fix 595,10.980439,76.940062
Avinashi Spare Hub 596,11.081954,77.079817
Gandhipuram Spare Garage 597,10.974429,76.92945
Peelamedu Spare Fix 598,11.078626,77.027812
Tiruppur Spare Works 599,11.107173,77.313353
Gandhipuram Spare Hub 600,10.971535,76.970829
Avinashi Spare Clinic 601,11.032971,77.065523
Gandhipuram Spare Garage 602,10.981045,76.973295
Pollachi Spare Hub 603,10.649473,76.98583
Avinashi Spare Point 604,11.080363,77.125215
Pollachi Spare Garage 605,10.661306,76.998294
Tiruppur Spare Fix 606,11.063475,77.304989
Tiruppur Spare Fix 607,11.061732,77.359589
Coimbatore Spare Center 608,11.036836,76.999216
Tiruppur Spare Care 609,11.154422,77.347129
Mettupalayam Spare Mechanics 610,11.325213,76.963662
Gandhipuram Spare Zone 611,11.037707,76.994052
Avinashi Spare Zone 612,11.103969,77.035708
Peelamedu Spare Zone 613,11.026143,77.025381
Gandhipuram Spare Center 614,10.982331,77.006235
Gandhipuram Spare Mechanics 615,11.03215,76.942308
RS Spare Mechanics 616,10.988859,77.000883
Tiruppur Spare Fix 617,11.084029,77.329621
Avinashi Spare Center 618,11.044197,77.116125
Gandhipuram Spare Mechanics 619,11.053035,76.935167
Tiruppur Spare Point 620,11.059858,77.347088
Avinashi Spare Point 621,11.049752,77.072145
Avinashi Spare Point 622,11.078008,77.09143
Ukkadam Spare Works 623,10.968585,76.996211
RS Spare Hub 624,11.012488,77.000153
Tiruppur Spare Hub 625,11.137341,77.389335
RS Spare Hub 626,11.052107,76.926057
Tiruppur Spare Point 627,11.075278,77.386782
Erode Spare Mechanics 628,11.306208,77.76692
Erode Spare Hub 629,11.310405,77.696077
Mettupalayam Spare Mechanics 630,11.322407,76.925716
Pollachi Spare Works 631,10.610656,76.998441
Tiruppur Spare Mechanics 632,11.135917,77.33502
Tiruppur Spare Works 633,11.13254,77.297264
Tiruppur Spare Hub 634,11.148362,77.320298
Avinashi Spare Mechanics 635,11.041241,77.058061
RS Spare Mechanics 636,11.037583,76.967174
Avinashi Spare Hub 637,11.107431,77.043887
Avinashi Spare Point 638,11.061946,77.078857
Pollachi Spare Mechanics 639,10.672903,77.026033
RS Spare Point 640,11.016531,76.948439
Pollachi Spare Zone 641,10.68156,77.017494
Mettupalayam Spare Hub 642,11.273769,76.900126
Gandhipuram Spare Center 643,11.015947,77.021702
Peelamedu Spare Hub 644,11.08116,77.033823
Mettupalayam Spare Mechanics 645,11.25868,76.897941
Coimbatore Spare Zone 646,10.968036,76.948083
Gandhipuram Spare Mechanics 647,11.017521,76.958147
Mettupalayam Spare Clinic 648,11.285096,76.960355
Peelamedu Spare Care 649,10.996185,77.025847
Gandhipuram Spare Fix 650,11.025065,76.957041
Pollachi Spare Garage 651,10.609719,76.98359
Erode Spare Clinic 652,11.320765,77.681945
Pollachi Spare Hub 653,10.643179,76.960198
Coimbatore Spare Mechanics 654,11.041806,76.960595
Erode Spare Care 655,11.373074,77.729
Avinashi Spare Center 656,11.067794,77.0905
Peelamedu Spare Care 657,11.042103,77.043565
Avinashi Spare Fix 658,11.062765,77.071968
Avinashi Spare Care 659,11.015868,77.083454
Peelamedu Spare Center 660,11.00062,77.0064
Erode Spare Point 661,11.370361,77.686877
RS Spare Center 662,11.041232,76.910562
Tiruppur Spare Care 663,11.085148,77.301823
Gandhipuram Spare Clinic 664,11.002095,76.990891
Tiruppur Spare Hub 665,11.11644,77.323917
RS Spare Mechanics 666,11.020934,76.957778
Erode Spare Center 667,11.301867,77.685426
Ukkadam Spare Care 668,11.011244,76.960756
RS Spare Center 669,10.979534,76.90793
Tiruppur Spare Center 670,11.070817,77.378943
Ukkadam Spare Point 671,11.012379,76.907162
Avinashi Spare Point 672,11.086906,77.101433
Erode Spare Zone 673,11.294968,77.749633
Tiruppur Spare Works 674,11.102265,77.361429
Coimbatore Spare Works 675,11.05031,76.936335
RS Spare Point 676,10.995552,76.971008
Gandhipuram Spare Mechanics 677,11.014569,77.01464
Pollachi Spare Mechanics 678,10.681667,77.040488
Pollachi Spare Hub 679,10.686257,77.037615
Coimbatore Spare Care 680,10.988714,76.924856
Coimbatore Spare Center 681,11.065742,76.978228
Gandhipuram Spare Center 682,11.004933,76.961754
Peelamedu Spare Care 683,11.072812,76.994879
Pollachi Spare Garage 684,10.672115,77.038637
Coimbatore Spare Clinic 685,10.999504,76.97611
Gandhipuram Spare Fix 686,11.067332,76.949497
RS Spare Clinic 687,11.016256,76.938572
Tiruppur Spare Fix 688,11.125534,77.296097
Ukkadam Spare Clinic 689,10.957211,76.901557
Gandhipuram Spare Center 690,11.049937,77.017285
Erode Spare Zone 691,11.374083,77.742958
Coimbatore Spare Care 692,11.000284,76.988593
Coimbatore Spare Center 693,10.975514,77.003694
RS Spare Care 694,11.04632,76.978733
Coimbatore Spare Care 695,11.040222,77.001061
Coimbatore Spare Care 696,10.969424,76.951789
Gandhipuram Spare Fix 697,11.055949,76.981114
Ukkadam Spare Garage 698,11.037807,76.943013
Peelamedu Spare Hub 699,11.077694,77.013227
RS Spare Mechanics 700,11.054781,76.982837
Erode Spare Clinic 701,11.378388,77.706908
Gandhipuram Spare Point 702,11.007169,77.017765
Avinashi Spare Fix 703,11.093007,77.062991
Erode Spare Garage 704,11.354193,77.69625
Peelamedu Spare Clinic 705,11.027256,77.043179
Peelamedu Spare Zone 706,11.039256,76.983868
Avinashi Spare Point 707,11.073916,77.124559
Avinashi Spare Zone 708,11.020262,77.102024
Avinashi Spare Works 709,11.087511,77.115184
Tiruppur Spare Point 710,11.115776,77.316248
Avinashi Spare Hub 711,11.082445,77.112164
Pollachi Spare Fix 712,10.670748,76.987011
RS Spare Mechanics 713,11.007741,76.913541
Gandhipuram Spare Hub 714,11.041955,76.987982
Avinashi Spare Point 715,11.02376,77.114099
RS Spare Center 716,11.007259,76.921199
Gandhipuram Spare Center 717,10.973364,76.997043
Pollachi Spare Works 718,10.619457,77.024382
Pollachi Spare Zone 719,10.619352,76.994359
Erode Spare Clinic 720,11.338593,77.687001
RS Spare Mechanics 721,10.965605,76.927891
Ukkadam Spare Fix 722,10.970905,76.950535
Gandhipuram Spare Point 723,10.97966,76.99905
Ukkadam Spare Center 724,10.992527,76.969351
Gandhipuram Spare Garage 725,11.019896,76.977956
Coimbatore Spare Point 726,11.009316,76.935564
Pollachi Spare Clinic 727,10.650962,76.965574
Avinashi Spare Center 728,11.062566,77.058333
Avinashi Spare Mechanics 729,11.010806,77.095681
Avinashi Spare Mechanics 730,11.050243,77.120642
RS Spare Mechanics 731,11.019158,76.931289
Gandhipuram Spare Works 732,10.987947,76.986865
Coimbatore Spare Hub 733,10.976439,76.95374
Ukkadam Spare Care 734,10.958984,76.902776
Mettupalayam Spare Mechanics 735,11.290488,76.960106
Ukkadam Spare Garage 736,11.01864,76.989569
Ukkadam Spare Fix 737,10.973688,76.901988
Peelamedu Spare Mechanics 738,11.046882,76.993783
Gandhipuram Spare Fix 739,10.992098,77.012031
Avinashi Spare Garage 740,11.058707,77.067943
Ukkadam Spare Works 741,11.01819,76.953443
Coimbatore Spare Hub 742,11.015404,76.929795
Ukkadam Spare Works 743,11.022112,76.973739
Coimbatore Spare Hub 744,10.994546,76.930594
Erode Spare Fix 745,11.341513,77.710688
Avinashi Spare Clinic 746,11.017363,77.075528
Tiruppur Spare Fix 747,11.117711,77.35146
Avinashi Spare Zone 748,11.018328,77.05541
Avinashi Spare Mechanics 749,11.077039,77.043112
Erode Spare Fix 750,11.385294,77.670248
Avinashi Spare Point 751,11.084916,77.077728
RS Spare Mechanics 752,11.014271,76.954333
Gandhipuram Spare Works 753,11.026826,76.944053
Pollachi Spare Mechanics 754,10.693023,76.976965
RS Spare Point 755,11.015293,76.907882
Ukkadam Spare Point 756,10.966635,76.988591
Peelamedu Spare Care 757,11.02173,77.023787
Avinashi Spare Mechanics 758,11.027145,77.102592
Erode Spare Care 759,11.3121,77.704556
Pollachi Spare Center 760,10.706658,76.995428
Mettupalayam Spare Clinic 761,11.250277,76.914827
Peelamedu Spare Zone 762,11.075324,77.026177
Peelamedu Spare Garage 763,11.093912,76.975325
Mettupalayam Spare Care 764,11.348178,76.950905
Peelamedu Spare Fix 765,10.995826,76.96371
Coimbatore Spare Mechanics 766,11.063892,76.942731
Ukkadam Spare Hub 767,11.023802,76.961201
Gandhipuram Spare Fix 768,10.996372,76.93184
Gandhipuram Spare Garage 769,11.060069,76.987474
Pollachi Spare Hub 770,10.690616,77.017154
Tiruppur Spare Care 771,11.11426,77.319807
Peelamedu Spare Point 772,11.069236,77.026114
Coimbatore Spare Center 773,11.009528,76.907107
Avinashi Spare Garage 774,11.049367,77.119812
Ukkadam Spare Fix 775,10.951034,76.992327
RS Spare Fix 776,10.978951,76.91072
RS Spare Garage 777,10.984411,76.903311
Avinashi Spare Point 778,11.070684,77.05156
Mettupalayam Spare Center 779,11.269646,76.944871
Tiruppur Spare Works 780,11.083886,77.328007
RS Spare Care 781,10.986755,76.965384
RS Spare Mechanics 782,10.999915,76.953486
Mettupalayam Spare Point 783,11.29117,76.970733
Peelamedu Spare Center 784,11.016589,77.031864
RS Spare Hub 785,11.043638,76.975373
Erode Spare Mechanics 786,11.336361,77.687054
Erode Spare Point 787,11.361675,77.699952
Ukkadam Spare Center 788,10.975159,76.940264
Avinashi Spare Point 789,11.078274,77.042298
RS Spare Care 790,10.959678,76.971873
Ukkadam Spare Works 791,10.948619,76.993115
Gandhipuram Spare Fix 792,11.020932,76.933991
Mettupalayam Spare Mechanics 793,11.297703,76.970931
Avinashi Spare Works 794,11.041965,77.077054
Pollachi Spare Fix 795,10.707214,77.047111
Mettupalayam Spare Mechanics 796,11.292416,76.971705
Tiruppur Spare Zone 797,11.12642,77.369922
Peelamedu Spare Mechanics 798,11.073135,77.047003
RS Spare Hub 799,10.95768,76.910692
Pollachi Spare Fix 800,10.689532,77.000387
Gandhipuram Spare Mechanics 801,11.054701,76.983798
Ukkadam Spare Hub 802,11.012734,76.983743
Avinashi Spare Care 803,11.066931,77.074265
Erode Spare Garage 804,11.317751,77.693052
Peelamedu Spare Center 805,11.068664,77.012811
Pollachi Spare Works 806,10.631584,76.975005
Coimbatore Spare Zone 807,11.015265,76.914837
Avinashi Spare Clinic 808,11.054793,77.048398
Avinashi Spare Works 809,11.080039,77.083148
Peelamedu Spare Zone 810,11.058202,77.037375
Peelamedu Spare Zone 811,11.032753,77.04012
Pollachi Spare Clinic 812,10.707776,76.987407
Peelamedu Spare Care 813,11.0664,76.974429
Tiruppur Spare Works 814,11.123965,77.380622
Mettupalayam Spare Hub 815,11.295995,76.912759
Ukkadam Spare Clinic 816,10.979883,76.963831
RS Spare Hub 817,11.047059,76.998442
Gandhipuram Spare Mechanics 818,11.032622,76.944173
Avinashi Spare Garage 819,11.107702,77.045275
Ukkadam Spare Mechanics 820,10.959681,76.968903
RS Spare Point 821,11.048825,76.906063
RS Spare Fix 822,11.04666,76.944332
Ukkadam Spare Hub 823,10.946254,76.932885
Pollachi Spare Works 824,10.668409,77.039871
Ukkadam Spare Fix 825,11.028435,76.98445
Tiruppur Spare Garage 826,11.129289,77.377917
Coimbatore Spare Garage 827,11.034728,76.970472
Pollachi Spare Works 828,10.68069,76.960744
Mettupalayam Spare Works 829,11.29084,76.895578
Gandhipuram Spare Garage 830,11.014932,76.999115
Avinashi Spare Fix 831,11.088878,77.031083
Avinashi Spare Center 832,11.097204,77.053663
Tiruppur Spare Center 833,11.094785,77.328056
Pollachi Spare Mechanics 834,10.689251,77.033464
Tiruppur Spare Care 835,11.143536,77.305047
Peelamedu Spare Clinic 836,11.048162,77.003981
Gandhipuram Spare Garage 837,11.042579,77.020365
Gandhipuram Spare Garage 838,10.976521,76.984092
Erode Spare Point 839,11.367171,77.682377
Coimbatore Spare Point 840,10.997762,76.949183
Gandhipuram Spare Hub 841,11.001385,76.980678
Peelamedu Spare Hub 842,11.007751,76.965325
Erode Spare Hub 843,11.349935,77.739128
Gandhipuram Spare Fix 844,11.03021,76.992985
Erode Spare Hub 845,11.390892,77.699716
Erode Spare Point 846,11.341144,77.689663
Tiruppur Spare Clinic 847,11.092471,77.34165
Pollachi Spare Clinic 848,10.69338,76.974727
Coimbatore Spare Center 849,11.035363,76.941986
Coimbatore Spare Works 850,11.020884,76.966082
Peelamedu Spare Zone 851,11.055546,76.961171
Tiruppur Spare Mechanics 852,11.153885,77.306246
Gandhipuram Spare Works 853,10.992822,76.93738
Avinashi Spare Works 854,11.074108,77.041973
Erode Spare Clinic 855,11.378251,77.709245
Mettupalayam Spare Zone 856,11.286395,76.955664
Peelamedu Spare Center 857,11.083381,76.964083
Tiruppur Spare Clinic 858,11.098308,77.31077
Tiruppur Spare Point 859,11.102023,77.376839
Ukkadam Spare Care 860,11.02896,76.999891
Avinashi Spare Works 861,11.077826,77.112479
Coimbatore Spare Clinic 862,11.062613,76.920999
Tiruppur Spare Garage 863,11.127384,77.309173
Pollachi Spare Zone 864,10.674349,76.997313
Tiruppur Spare Fix 865,11.142293,77.361446
Avinashi Spare Care 866,11.099635,77.039939
Erode Spare Zone 867,11.369952,77.69478
Peelamedu Spare Fix 868,10.997191,77.011664
RS Spare Garage 869,11.015963,76.986427
Erode Spare Mechanics 870,11.326634,77.717715
Coimbatore Spare Hub 871,10.989736,76.992413
Ukkadam Spare Hub 872,10.962302,76.960972
Erode Spare Mechanics 873,11.375336,77.68368
Avinashi Spare Zone 874,11.050023,77.103991
Avinashi Spare Hub 875,11.10581,77.026868
Coimbatore Spare Mechanics 876,11.002949,76.924952
Ukkadam Spare Care 877,10.979814,76.941924
Gandhipuram Spare Hub 878,11.058304,76.949237
Tiruppur Spare Hub 879,11.117754,77.362425
Ukkadam Spare Garage 880,11.033374,76.929481
Pollachi Spare Clinic 881,10.627293,77.04108
Coimbatore Spare Garage 882,11.034726,76.948195
Ukkadam Spare Point 883,11.009594,76.935005
Peelamedu Spare Works 884,11.081801,77.011943
Erode Spare Mechanics 885,11.343361,77.68902
Mettupalayam Spare Fix 886,11.274957,76.969341
Ukkadam Spare Garage 887,11.005435,76.91959
Mettupalayam Spare Works 888,11.322819,76.907985
Coimbatore Spare Hub 889,11.04073,76.957361
Pollachi Spare Fix 890,10.628499,77.054653
Erode Spare Mechanics 891,11.302677,77.730207
Peelamedu Spare Zone 892,11.030881,77.033635
Avinashi Spare Mechanics 893,11.06542,77.096992
Mettupalayam Spare Works 894,11.341986,76.928568
Erode Spare Works 895,11.380305,77.722471
Ukkadam Spare Clinic 896,11.036268,76.962835
Erode Spare Zone 897,11.292615,77.707117
Ukkadam Spare Fix 898,11.032339,76.987584
Pollachi Spare Clinic 899,10.706998,76.992085
Coimbatore Spare Garage 900,11.010897,76.94336
Pollachi Spare Hub 901,10.688529,77.031863
Tiruppur Spare Clinic 902,11.139649,77.332144
Pollachi Spare Garage 903,10.695747,76.98085
Pollachi Spare Clinic 904,10.666915,77.05027
Erode Spare Clinic 905,11.351897,77.680429
Erode Spare Center 906,11.389598,77.737992
Coimbatore Spare Zone 907,11.028939,76.930222
Peelamedu Spare Center 908,11.087341,76.986586
Tiruppur Spare Mechanics 909,11.059027,77.304798
Peelamedu Spare Garage 910,11.009245,76.977002
Pollachi Spare Mechanics 911,10.644281,77.056301
RS Spare Center 912,10.994677,76.94006
Avinashi Spare Hub 913,11.087756,77.099367
Gandhipuram Spare Point 914,11.058465,76.998193
Tiruppur Spare Point 915,11.125503,77.379394
RS Spare Care 916,10.966702,76.956073
Tiruppur Spare Hub 917,11.072894,77.355562
Ukkadam Spare Care 918,11.003302,76.995433
Mettupalayam Spare Center 919,11.290369,76.959379
Tiruppur Spare Mechanics 920,11.125344,77.366504
Tiruppur Spare Hub 921,11.137202,77.33931
Avinashi Spare Point 922,11.108127,77.117913
Coimbatore Spare Zone 923,11.020688,76.935128
Mettupalayam Spare Hub 924,11.334653,76.985093
Erode Spare Point 925,11.342846,77.745832
Gandhipuram Spare Zone 926,11.058637,76.940296
Mettupalayam Spare Fix 927,11.249941,76.89986
Avinashi Spare Garage 928,11.027854,77.100887
Gandhipuram Spare Zone 929,11.009323,76.951016
Avinashi Spare Garage 930,11.016518,77.07778
Avinashi Spare Fix 931,11.01078,77.082491
Pollachi Spare Mechanics 932,10.685859,77.046697
Peelamedu Spare Fix 933,11.076443,77.027812
Ukkadam Spare Hub 934,11.035061,76.937855
Tiruppur Spare Hub 935,11.148391,77.364013
Peelamedu Spare Fix 936,11.090127,76.983006
Ukkadam Spare Point 937,10.991161,76.915265
RS Spare Fix 938,11.052519,76.972898
Pollachi Spare Clinic 939,10.707432,77.02175
Mettupalayam Spare Fix 940,11.254331,76.988117
Pollachi Spare Hub 941,10.628946,77.034647
Gandhipuram Spare Hub 942,11.008877,76.988086
Mettupalayam Spare Works 943,11.298523,76.963962
Peelamedu Spare Center 944,11.057962,76.993671
Gandhipuram Spare Center 945,11.061724,76.93081
Tiruppur Spare Care 946,11.156028,77.304451
Erode Spare Point 947,11.388372,77.728249
Tiruppur Spare Garage 948,11.109394,77.301655
Avinashi Spare Hub 949,11.074139,77.046534
Tiruppur Spare Center 950,11.108268,77.366931
Mettupalayam Spare Point 951,11.338438,76.954638
Tiruppur Spare Clinic 952,11.15757,77.32512
Avinashi Spare Fix 953,11.074948,77.114452
Peelamedu Spare Hub 954,11.016807,76.980388
RS Spare Point 955,10.958503,76.926622
Coimbatore Spare Zone 956,11.063548,76.981579
Gandhipuram Spare Center 957,11.043563,76.9557
Pollachi Spare Clinic 958,10.690741,77.03117
Pollachi Spare Center 959,10.621173,76.979372
Mettupalayam Spare Clinic 960,11.32973,76.986594
Peelamedu Spare Fix 961,11.047254,77.013992
Coimbatore Spare Point 962,11.003972,76.969158
Coimbatore Spare Garage 963,11.048897,76.999912
Coimbatore Spare Zone 964,11.05969,76.911817
Mettupalayam Spare Point 965,11.300143,76.924836
Gandhipuram Spare Mechanics 966,11.048201,77.011468
Tiruppur Spare Zone 967,11.061179,77.37882
Ukkadam Spare Point 968,10.953053,76.997907
Peelamedu Spare Fix 969,11.03711,76.99607
Coimbatore Spare Care 970,11.010679,76.952298
Coimbatore Spare Garage 971,10.992692,76.936262
Pollachi Spare Garage 972,10.688772,76.999032
RS Spare Works 973,11.016675,76.916768
Gandhipuram Spare Fix 974,11.023417,76.980614
Erode Spare Zone 975,11.365912,77.706107
Tiruppur Spare Works 976,11.061093,77.372867
Mettupalayam Spare Fix 977,11.304293,76.948145
Tiruppur Spare Zone 978,11.13514,77.332152
RS Spare Center 979,11.025602,76.92272
Avinashi Spare Care 980,11.043397,77.051147
Coimbatore Spare Zone 981,11.01491,76.982751
Tiruppur Spare Point 982,11.157456,77.354712
Peelamedu Spare Point 983,11.012901,76.971859
Coimbatore Spare Fix 984,10.96948,76.972554
Coimbatore Spare Clinic 985,10.9942,76.920605
Avinashi Spare Works 986,11.048643,77.120875
Pollachi Spare Mechanics 987,10.688404,76.96951
Mettupalayam Spare Hub 988,11.300994,76.966211
Mettupalayam Spare Garage 989,11.297446,76.927143
Avinashi Spare Mechanics 990,11.019043,77.057842
RS Spare Hub 991,11.00261,76.931855
RS Spare Clinic 992,10.956397,76.927149
Mettupalayam Spare Mechanics 993,11.256906,76.964801
Erode Spare Mechanics 994,11.293929,77.668257
Avinashi Spare Mechanics 995,11.102438,77.086477
Ukkadam Spare Garage 996,10.994012,76.939818
Mettupalayam Spare Hub 997,11.268992,76.924732
Peelamedu Spare Center 998,11.038697,77.000255
RS Spare Care 999,11.008907,76.985193
Mettupalayam Spare Center 1000,11.289188,76.93104
=======
name,latitude,longitude
Ukkadam Spare Point 1,10.95419,76.924023
RS Spare Garage 2,11.03535,76.946418
Avinashi Spare Center 3,11.055793,77.119465
RS Spare Garage 4,11.00793,76.917893
Coimbatore Spare Clinic 5,11.038738,76.907302
Avinashi Spare Zone 6,11.071938,77.064293
RS Spare Works 7,11.005823,76.909819
Tiruppur Spare Hub 8,11.152678,77.321083
Coimbatore Spare Point 9,11.062983,76.963574
Tiruppur Spare Fix 10,11.132003,77.313653
Ukkadam Spare Hub 11,10.975996,76.973942
Peelamedu Spare Garage 12,11.052566,76.969956
RS Spare Hub 13,10.982182,76.918076
Avinashi Spare Zone 14,11.082541,77.025323
Tiruppur Spare Fix 15,11.075332,77.362926
Gandhipuram Spare Garage 16,11.031348,76.964056
Coimbatore Spare Works 17,10.973423,76.993676
RS Spare Mechanics 18,10.962542,76.960038
Tiruppur Spare Clinic 19,11.147581,77.375395
Peelamedu Spare Clinic 20,11.031266,77.012666
Erode Spare Zone 21,11.35681,77.680379
RS Spare Fix 22,10.999935,76.943568
Tiruppur Spare Fix 23,11.115019,77.385322
Erode Spare Zone 24,11.35667,77.740594
Erode Spare Garage 25,11.347655,77.699955
RS Spare Mechanics 26,10.983226,76.942038
Pollachi Spare Garage 27,10.641425,77.009914
Erode Spare Mechanics 28,11.380934,77.718288
Mettupalayam Spare Works 29,11.316161,76.952419
Gandhipuram Spare Point 30,11.048399,76.928711
Erode Spare Point 31,11.366749,77.76662
Peelamedu Spare Zone 32,11.068165,76.999795
Erode Spare Zone 33,11.37804,77.760165
Erode Spare Zone 34,11.363165,77.763727
Tiruppur Spare Garage 35,11.096516,77.325206
Erode Spare Mechanics 36,11.307948,77.685294
Pollachi Spare Works 37,10.633022,77.05237
Tiruppur Spare Works 38,11.082238,77.353578
Erode Spare Fix 39,11.296575,77.690345
Tiruppur Spare Point 40,11.149497,77.321383
Coimbatore Spare Garage 41,10.974049,76.935704
Pollachi Spare Mechanics 42,10.701525,77.056248
Gandhipuram Spare Point 43,10.976926,76.986507
RS Spare Care 44,10.989364,76.993117
Pollachi Spare Point 45,10.698635,77.018227
Pollachi Spare Works 46,10.673382,76.971595
Erode Spare Care 47,11.301791,77.6854
Ukkadam Spare Mechanics 48,11.019115,76.963154
Pollachi Spare Care 49,10.663049,76.971439
Avinashi Spare Care 50,11.068018,77.060962
Ukkadam Spare Zone 51,10.949162,76.995112
Tiruppur Spare Center 52,11.067079,77.387183
Avinashi Spare Mechanics 53,11.021214,77.066262
Peelamedu Spare Zone 54,11.022837,76.972388
Coimbatore Spare Clinic 55,11.01034,76.918536
Erode Spare Zone 56,11.300645,77.746281
Pollachi Spare Fix 57,10.691356,77.00629
Pollachi Spare Mechanics 58,10.627542,77.039474
Mettupalayam Spare Garage 59,11.262742,76.964588
Coimbatore Spare Center 60,10.996384,76.985756
RS Spare Zone 61,10.986054,76.916705
Peelamedu Spare Hub 62,11.078726,77.003971
Peelamedu Spare Garage 63,11.08326,77.018813
Gandhipuram Spare Garage 64,11.01922,76.970485
Coimbatore Spare Garage 65,10.984501,76.984964
Gandhipuram Spare Garage 66,10.979178,76.961266
Gandhipuram Spare Zone 67,11.055899,76.998367
Gandhipuram Spare Works 68,11.034568,76.975615
Gandhipuram Spare Mechanics 69,11.033649,77.009341
Avinashi Spare Point 70,11.10071,77.118271
Ukkadam Spare Hub 71,10.963458,76.998628
RS Spare Garage 72,10.958093,76.974164
Peelamedu Spare Fix 73,11.032551,77.020223
Avinashi Spare Clinic 74,11.091483,77.088567
Erode Spare Garage 75,11.320456,77.677861
Avinashi Spare Care 76,11.081281,77.095825
Mettupalayam Spare Fix 77,11.303098,76.933232
RS Spare Care 78,10.957451,76.997781
Pollachi Spare Care 79,10.640124,76.985075
Avinashi Spare Hub 80,11.074886,77.062148
Erode Spare Zone 81,11.365646,77.760983
Coimbatore Spare Point 82,11.044202,76.964681
Coimbatore Spare Hub 83,11.019617,76.946652
Coimbatore Spare Garage 84,10.967971,76.989509
Ukkadam Spare Works 85,10.972012,76.961324
Pollachi Spare Garage 86,10.648032,76.996167
Gandhipuram Spare Care 87,10.978888,77.003901
Mettupalayam Spare Mechanics 88,11.287334,76.956685
Erode Spare Works 89,11.316406,77.682603
Gandhipuram Spare Care 90,11.032257,76.944216
Coimbatore Spare Mechanics 91,10.971208,76.981625
Mettupalayam Spare Works 92,11.329835,76.972822
Mettupalayam Spare Hub 93,11.300443,76.907247
Ukkadam Spare Garage 94,11.037395,76.938582
Avinashi Spare Center 95,11.015842,77.062467
Erode Spare Zone 96,11.334338,77.695929
Avinashi Spare Zone 97,11.033265,77.065074
Gandhipuram Spare Hub 98,11.065001,77.010795
RS Spare Point 99,11.029986,76.949172
Peelamedu Spare Center 100,11.091269,76.960614
Coimbatore Spare Point 101,11.064505,76.961352
Gandhipuram Spare Fix 102,10.976672,77.006783
Tiruppur Spare Hub 103,11.062892,77.301426
Pollachi Spare Clinic 104,10.61079,77.038559
Mettupalayam Spare Hub 105,11.284391,76.907825
Ukkadam Spare Center 106,10.984018,76.909776
Peelamedu Spare Works 107,11.071902,77.009381
Gandhipuram Spare Fix 108,11.027215,76.966184
Pollachi Spare Point 109,10.689601,77.048864
Ukkadam Spare Clinic 110,11.018864,76.945587
Pollachi Spare Point 111,10.681862,77.002069
Mettupalayam Spare Care 112,11.267665,76.916509
Tiruppur Spare Garage 113,11.119366,77.361089
Gandhipuram Spare Fix 114,11.010162,76.927012
Avinashi Spare Works 115,11.051121,77.068589
Avinashi Spare Hub 116,11.087776,77.026187
Mettupalayam Spare Point 117,11.266175,76.984663
Mettupalayam Spare Care 118,11.314114,76.91606
Erode Spare Clinic 119,11.334065,77.699202
RS Spare Mechanics 120,11.026572,76.982343
Gandhipuram Spare Garage 121,11.008553,76.934206
Tiruppur Spare Fix 122,11.151146,77.333385
Coimbatore Spare Hub 123,11.043437,76.922212
Erode Spare Fix 124,11.350791,77.671214
Avinashi Spare Hub 125,11.077685,77.097456
Gandhipuram Spare Center 126,11.022773,76.974712
Tiruppur Spare Fix 127,11.129856,77.312416
Peelamedu Spare Garage 128,11.070019,77.036913
Gandhipuram Spare Garage 129,11.063398,76.99521
Ukkadam Spare Care 130,11.02712,76.919565
Tiruppur Spare Point 131,11.140055,77.372052
Mettupalayam Spare Mechanics 132,11.329945,76.914306
Coimbatore Spare Hub 133,11.024584,76.923911
Erode Spare Center 134,11.354487,77.757857
Avinashi Spare Hub 135,11.057682,77.028229
Ukkadam Spare Works 136,10.97984,76.938177
Coimbatore Spare Center 137,10.994038,76.906428
Coimbatore Spare Hub 138,10.978814,76.944238
Mettupalayam Spare Hub 139,11.310325,76.933169
Ukkadam Spare Garage 140,10.956313,76.923147
Ukkadam Spare Mechanics 141,10.971713,76.967491
Erode Spare Garage 142,11.353407,77.765657
Gandhipuram Spare Hub 143,11.001674,76.97893
Peelamedu Spare Center 144,10.995098,77.00717
RS Spare Works 145,10.998881,76.935375
Pollachi Spare Center 146,10.675039,76.966288
Tiruppur Spare Hub 147,11.128738,77.293303
Erode Spare Hub 148,11.390704,77.746125
Avinashi Spare Works 149,11.024711,77.11928
Mettupalayam Spare Fix 150,11.296561,76.909308
Avinashi Spare Works 151,11.073336,77.085525
